Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TTS=VM+FM+LM+SM,TAD=VAD+MAD+LAD
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,4/27/2016,4,0,0,0,0,0,0,0,1,1439,1348,1440,0
1844505072,4/28/2016,6907,4.570000172,4.570000172,0,0,4.559999943,0,0,302,1138,1992,1440,4.559999943
1844505072,4/29/2016,4920,3.25,3.25,0,0,3.25,0,0,247,1082,1856,1329,3.25
1844505072,4/30/2016,4014,2.670000076,2.670000076,0,0,2.650000095,0,0,184,218,1763,402,2.650000095
1844505072,05-01-2016,2573,1.700000048,1.700000048,0,0.25999999,1.450000048,0,7,75,585,1541,667,1.710000038
1844505072,05-02-2016,0,0,0,0,0,0,0,0,0,1440,1348,1440,0
1844505072,05-03-2016,4059,2.680000067,2.680000067,0,0,2.680000067,0,0,184,1256,1742,1440,2.680000067
1844505072,05-04-2016,2080,1.370000005,1.370000005,0,0,1.370000005,0,0,87,1353,1549,1440,1.370000005
1844505072,05-05-2016,2237,1.480000019,1.480000019,0,0,1.480000019,0,0,120,1320,1589,1440,1.480000019
1844505072,05-06-2016,44,0.029999999,0.029999999,0,0,0.029999999,0,0,2,1438,1351,1440,0.029999999
1844505072,05-07-2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,05-08-2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,05-09-2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,05-10-2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,05-11-2016,0,0,0,0,0,0,0,0,0,1440,1347,1440,0
1844505072,05-12-2016,0,0,0,0,0,0,0,0,0,711,665,711,0
1927972279,04-12-2016,678,0.469999999,0.469999999,0,0,0.469999999,0,0,55,734,2220,789,0.469999999
1927972279,4/13/2016,356,0.25,0.25,0,0,0.25,0,0,32,986,2151,1018,0.25
1927972279,4/14/2016,2163,1.5,1.5,0,0.400000006,1.100000024,0,9,88,1292,2383,1389,1.50000003
1927972279,4/15/2016,980,0.680000007,0.680000007,0,0,0.680000007,0,0,51,941,2221,992,0.680000007
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,1440,2064,1440,0
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,4/18/2016,244,0.170000002,0.170000002,0,0,0.170000002,0,0,17,1423,2111,1440,0.170000002
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,1440,2064,1440,0
1927972279,4/22/2016,149,0.100000001,0.100000001,0,0,0.100000001,0,0,10,1430,2093,1440,0.100000001
1927972279,4/23/2016,2945,2.039999962,2.039999962,0,0,2.039999962,0,0,145,1295,2499,1440,2.039999962
1927972279,4/24/2016,2090,1.450000048,1.450000048,0.07,0.239999995,1.139999986,1,6,75,1358,2324,1440,1.449999981
1927972279,4/25/2016,152,0.109999999,0.109999999,0,0,0.109999999,0,0,12,1303,2100,1315,0.109999999
1927972279,4/26/2016,3761,2.599999905,2.599999905,0,0,2.599999905,0,0,192,1058,2638,1250,2.599999905
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,4/28/2016,1675,1.159999967,1.159999967,0,0,1.159999967,0,0,95,1167,2351,1262,1.159999967
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,1440,2064,1440,0
1927972279,05-01-2016,2704,1.870000005,1.870000005,1.00999999,0.029999999,0.829999983,14,1,70,1355,2411,1440,1.869999973
1927972279,05-02-2016,3790,2.619999886,2.619999886,1.159999967,0.300000012,1.159999967,16,8,94,1322,2505,1440,2.619999945
1927972279,05-03-2016,1326,0.920000017,0.920000017,0.730000019,0,0.180000007,10,0,17,1413,2195,1440,0.910000026
1927972279,05-04-2016,1786,1.24000001,1.24000001,0,0,1.24000001,0,0,87,1353,2338,1440,1.24000001
1927972279,05-05-2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,05-06-2016,2091,1.450000048,1.450000048,0,0,1.450000048,0,0,108,1332,2383,1440,1.450000048
1927972279,05-07-2016,1510,1.039999962,1.039999962,0,0,1.039999962,0,0,48,1392,2229,1440,1.039999962
1927972279,05-08-2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,05-09-2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,05-10-2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,05-11-2016,0,0,0,0,0,0,0,0,0,1440,2063,1440,0
1927972279,05-12-2016,0,0,0,0,0,0,0,0,0,966,1383,966,0
2022484408,04-12-2016,11875,8.340000153,8.340000153,3.309999943,0.769999981,4.260000229,42,14,227,1157,2390,1440,8.340000153
2022484408,4/13/2016,12024,8.5,8.5,2.99000001,0.100000001,5.409999847,43,5,292,1100,2601,1440,8.499999858
2022484408,4/14/2016,10690,7.5,7.5,2.480000019,0.209999993,4.820000172,32,3,257,1148,2312,1440,7.510000184
2022484408,4/15/2016,11034,8.029999733,8.029999733,1.940000057,0.310000002,5.78000021,27,9,282,1122,2525,1440,8.030000269
2022484408,4/16/2016,10100,7.090000153,7.090000153,3.150000095,0.550000012,3.390000105,41,11,151,1237,2177,1440,7.090000212
2022484408,4/17/2016,15112,11.39999962,11.39999962,3.869999886,0.660000026,6.880000114,28,29,331,1052,2782,1440,11.41000003
2022484408,4/18/2016,14131,10.06999969,10.06999969,3.640000105,0.119999997,6.300000191,48,3,311,1078,2770,1440,10.06000029
2022484408,4/19/2016,11548,8.529999733,8.529999733,3.289999962,0.239999995,5,31,7,250,1152,2489,1440,8.529999956
2022484408,4/20/2016,15112,10.67000008,10.67000008,3.339999914,1.929999948,5.400000095,48,63,276,1053,2897,1440,10.66999996
2022484408,4/21/2016,12453,8.739999771,8.739999771,3.329999924,1.110000014,4.309999943,104,53,255,1028,3158,1440,8.749999881
2022484408,4/22/2016,12954,9.329999924,9.329999924,4.429999828,0.419999987,4.46999979,52,10,273,1105,2638,1440,9.319999605
2022484408,4/23/2016,6001,4.210000038,4.210000038,0,0,4.210000038,0,0,249,1191,2069,1440,4.210000038
2022484408,4/24/2016,13481,10.27999973,10.27999973,4.550000191,1.149999976,4.579999924,37,26,216,1161,2529,1440,10.28000009
2022484408,4/25/2016,11369,8.010000229,8.010000229,3.329999924,0.219999999,4.460000038,44,8,217,1171,2470,1440,8.009999961
2022484408,4/26/2016,10119,7.190000057,7.190000057,1.429999948,0.660000026,5.110000134,55,24,275,1086,2793,1440,7.200000107
2022484408,4/27/2016,10159,7.130000114,7.130000114,1.039999962,0.970000029,5.119999886,19,20,282,1119,2463,1440,7.129999876
2022484408,4/28/2016,10140,7.119999886,7.119999886,0.409999996,1.330000043,5.389999866,6,20,291,1123,2296,1440,7.129999906
2022484408,4/29/2016,10245,7.190000057,7.190000057,0.479999989,1.210000038,5.5,21,40,281,1098,2611,1440,7.190000027
2022484408,4/30/2016,18387,12.90999985,12.90999985,0.939999998,1.399999976,10.56999969,13,23,361,1043,2732,1440,12.90999967
2022484408,05-01-2016,10538,7.400000095,7.400000095,1.940000057,0.959999979,4.5,25,28,245,1142,2380,1440,7.400000036
2022484408,05-02-2016,10379,7.289999962,7.289999962,2.609999895,0.340000004,4.329999924,36,8,277,1119,2473,1440,7.279999822
2022484408,05-03-2016,12183,8.739999771,8.739999771,3.99000001,0.460000008,4.28000021,72,14,250,1104,2752,1440,8.730000228
2022484408,05-04-2016,11768,8.289999962,8.289999962,2.50999999,0.930000007,4.849999905,36,27,272,1105,2649,1440,8.289999902
2022484408,05-05-2016,11895,8.350000381,8.350000381,2.789999962,0.860000014,4.699999809,55,20,253,1112,2609,1440,8.349999785
2022484408,05-06-2016,10227,7.179999828,7.179999828,1.870000005,0.670000017,4.639999866,24,17,295,1104,2498,1440,7.179999888
2022484408,05-07-2016,6708,4.710000038,4.710000038,1.610000014,0.079999998,3.019999981,20,2,149,1269,1995,1440,4.709999993
2022484408,05-08-2016,3292,2.309999943,2.309999943,0,0,2.309999943,0,0,135,1305,1848,1440,2.309999943
2022484408,05-09-2016,13379,9.390000343,9.390000343,2.119999886,1.629999995,5.639999866,35,47,297,1061,2709,1440,9.389999747
2022484408,05-10-2016,12798,8.979999542,8.979999542,2.220000029,1.210000038,5.559999943,57,28,271,1084,2797,1440,8.99000001
2022484408,05-11-2016,13272,9.319999695,9.319999695,4.179999828,1.149999976,3.99000001,58,25,224,1133,2544,1440,9.319999814
2022484408,05-12-2016,9117,6.409999847,6.409999847,1.279999971,0.670000017,4.440000057,16,16,236,728,1853,996,6.390000045
2026352035,04-12-2016,4414,2.74000001,2.74000001,0.189999998,0.349999994,2.200000048,3,8,181,706,1459,898,2.740000039
2026352035,4/13/2016,4993,3.099999905,3.099999905,0,0,3.099999905,0,0,238,663,1521,901,3.099999905
2026352035,4/14/2016,3335,2.069999933,2.069999933,0,0,2.049999952,0,0,197,653,1431,850,2.049999952
2026352035,4/15/2016,3821,2.369999886,2.369999886,0,0,2.369999886,0,0,188,687,1444,875,2.369999886
2026352035,4/16/2016,2547,1.580000043,1.580000043,0,0,1.580000043,0,0,150,728,1373,878,1.580000043
2026352035,4/17/2016,838,0.519999981,0.519999981,0,0,0.519999981,0,0,60,1053,1214,1113,0.519999981
2026352035,4/18/2016,3325,2.059999943,2.059999943,0,0,2.059999943,0,0,182,1062,1419,1244,2.059999943
2026352035,4/19/2016,2424,1.5,1.5,0,0,1.5,0,0,141,785,1356,926,1.5
2026352035,4/20/2016,7222,4.480000019,4.480000019,0,0,4.480000019,0,0,327,623,1667,950,4.480000019
2026352035,4/21/2016,2467,1.529999971,1.529999971,0,0,1.529999971,0,0,153,749,1370,902,1.529999971
2026352035,4/22/2016,2915,1.809999943,1.809999943,0,0,1.809999943,0,0,162,712,1399,874,1.809999943
2026352035,4/23/2016,12357,7.710000038,7.710000038,0,0,7.710000038,0,0,432,458,1916,890,7.710000038
2026352035,4/24/2016,3490,2.160000086,2.160000086,0,0,2.160000086,0,0,164,704,1401,868,2.160000086
2026352035,4/25/2016,6017,3.730000019,3.730000019,0,0,3.730000019,0,0,260,821,1576,1081,3.730000019
2026352035,4/26/2016,5933,3.680000067,3.680000067,0,0,3.680000067,0,0,288,1018,1595,1306,3.680000067
2026352035,4/27/2016,6088,3.769999981,3.769999981,0,0,3.769999981,0,0,286,586,1593,872,3.769999981
2026352035,4/28/2016,6375,3.950000048,3.950000048,0,0,3.950000048,0,0,331,626,1649,957,3.950000048
2026352035,4/29/2016,7604,4.710000038,4.710000038,0,0,4.710000038,0,0,352,492,1692,844,4.710000038
2026352035,4/30/2016,4729,2.930000067,2.930000067,0,0,2.930000067,0,0,233,594,1506,827,2.930000067
2026352035,05-01-2016,3609,2.279999971,2.279999971,0,0,2.279999971,0,0,191,716,1447,907,2.279999971
2026352035,05-02-2016,7018,4.349999905,4.349999905,0,0,4.349999905,0,0,355,716,1690,1071,4.349999905
2026352035,05-03-2016,5992,3.720000029,3.720000029,0,0,3.720000029,0,0,304,981,1604,1285,3.720000029
2026352035,05-04-2016,6564,4.070000172,4.070000172,0,0,4.070000172,0,0,345,530,1658,875,4.070000172
2026352035,05-05-2016,12167,7.539999962,7.539999962,0,0,7.539999962,0,0,475,479,1926,954,7.539999962
2026352035,05-06-2016,8198,5.079999924,5.079999924,0,0,5.079999924,0,0,383,511,1736,894,5.079999924
2026352035,05-07-2016,4193,2.599999905,2.599999905,0,0,2.599999905,0,0,229,665,1491,894,2.599999905
2026352035,05-08-2016,5528,3.450000048,3.450000048,0,0,3.450000048,0,0,258,610,1555,868,3.450000048
2026352035,05-09-2016,10685,6.619999886,6.619999886,0,0,6.599999905,0,0,401,543,1869,944,6.599999905
2026352035,05-10-2016,254,0.159999996,0.159999996,0,0,0.159999996,0,0,17,1002,1141,1019,0.159999996
2026352035,05-11-2016,8580,5.320000172,5.320000172,0,0,5.320000172,0,0,330,569,1698,899,5.320000172
2026352035,05-12-2016,8891,5.510000229,5.510000229,0,0,5.510000229,0,0,343,330,1364,673,5.510000229
2320127002,04-12-2016,10725,7.489999771,7.489999771,1.169999957,0.310000002,6.010000229,13,9,306,1112,2124,1440,7.490000188
2320127002,4/13/2016,7275,4.900000095,4.900000095,0,0,4.900000095,0,0,335,1105,2003,1440,4.900000095
2320127002,4/14/2016,3973,2.680000067,2.680000067,0,0,2.680000067,0,0,191,1249,1696,1440,2.680000067
2320127002,4/15/2016,5205,3.50999999,3.50999999,0,0,3.50999999,0,0,245,1195,1801,1440,3.50999999
2320127002,4/16/2016,5057,3.410000086,3.410000086,0,0,3.400000095,0,0,195,1245,1724,1440,3.400000095
2320127002,4/17/2016,6198,4.179999828,4.179999828,0,0,4.179999828,0,0,249,1191,1852,1440,4.179999828
2320127002,4/18/2016,6559,4.420000076,4.420000076,0,0.25999999,4.139999866,0,7,260,1173,1905,1440,4.399999857
2320127002,4/19/2016,5997,4.039999962,4.039999962,0,0.379999995,3.660000086,0,11,228,1201,1811,1440,4.040000081
2320127002,4/20/2016,7192,4.849999905,4.849999905,0,0.49000001,4.340000153,0,11,283,1146,1922,1440,4.830000162
2320127002,4/21/2016,3404,2.289999962,2.289999962,0.059999999,0.419999987,1.809999943,1,10,127,1302,1610,1440,2.289999928
2320127002,4/22/2016,5583,3.75999999,3.75999999,0,0,3.75999999,0,0,266,1174,1851,1440,3.75999999
2320127002,4/23/2016,5079,3.420000076,3.420000076,0,0,3.420000076,0,0,242,1129,1804,1371,3.420000076
2320127002,4/24/2016,4165,2.809999943,2.809999943,0,0,2.799999952,0,0,204,1236,1725,1440,2.799999952
2320127002,4/25/2016,3588,2.420000076,2.420000076,0.230000004,0.200000003,1.99000001,3,5,152,1280,1654,1440,2.420000017
2320127002,4/26/2016,3409,2.299999952,2.299999952,0,0,2.299999952,0,0,147,1293,1632,1440,2.299999952
2320127002,4/27/2016,1715,1.159999967,1.159999967,0,0,1.159999967,0,0,82,1358,1481,1440,1.159999967
2320127002,4/28/2016,1532,1.029999971,1.029999971,0,0,1.029999971,0,0,76,1364,1473,1440,1.029999971
